[[3.24469457]
 [3.1834283 ]
 [3.18191848]
 [3.11489058]
 [2.24256291]
 [1.23734608]
 [1.39666324]
 [1.8518784 ]
 [3.35851039]
 [2.48948435]
 [2.42245646]
 [1.54847158]
 [1.37432016]
 [2.53236683]
 [2.40324992]
 [1.61348224]
 [1.04145745]
 [2.29953201]
 [2.2453995 ]
 [3.11338077]
 [3.18718664]
 [4.16387346]
 [2.73280213]
 [1.49132774]
 [3.22618777]
 [1.24954783]
 [1.39135688]
 [3.46215557]
 [1.84866415]
 [3.24817546]
 [2.41166288]
 [1.31603026]
 [1.8552728 ]
 [2.50036654]
 [2.03495117]
 [1.81552192]
 [2.49975545]
 [3.25719988]
 [2.59331491]
 [3.03982498]
 [2.4256263 ]
 [2.22980188]
 [2.01681071]
 [2.53737326]
 [2.02387181]
 [4.00624112]
 [1.62832969]
 [1.42448592]
 [2.71429532]
 [4.05094452]
 [2.46521593]
 [2.07295426]
 [1.83393622]
 [1.17959076]
 [1.6669578 ]
 [1.99922054]
 [3.28488179]
 [1.62893492]
 [1.87981463]
 [1.2655676 ]
 [2.07407575]
 [3.04533196]
 [2.42563411]
 [1.74555469]
 [1.69924413]
 [1.26399385]
 [3.00671082]
 [1.95933746]
 [1.19014963]
 [1.52146515]
 [1.71603682]
 [1.86443741]
 [2.83651314]
 [2.60682094]
 [1.76245957]
 [2.92625609]
 [2.53119136]
 [1.06281768]
 [2.00637031]
 [3.32523028]
 [1.44525085]
 [1.57006767]
 [1.54656035]
 [2.52987027]
 [0.87709329]
 [2.81800633]
 [2.73580686]
 [1.47686033]
 [0.9755069 ]
 [2.52609036]
 [2.11199833]
 [1.29856363]
 [0.97680926]
 [2.03897237]
 [2.11639838]
 [1.79611559]
 [1.45075534]
 [2.50079396]
 [3.51044046]
 [1.10606153]
 [2.00236564]
 [1.20453308]
 [1.52157571]
 [2.47631667]
 [2.1883451 ]
 [2.10977916]
 [1.90706819]
 [1.32491881]
 [0.93912207]
 [1.6586351 ]
 [1.69657261]
 [1.33256182]
 [2.35128783]
 [2.09731784]
 [1.54337644]
 [1.51408037]
 [2.11818891]
 [2.70507739]
 [1.13676554]
 [0.99523471]
 [2.49294067]
 [2.31110062]
 [3.22361551]
 [1.36621693]
 [1.65271224]
 [1.24685227]
 [1.59583667]
 [1.82838807]
 [1.8545988 ]
 [2.14758188]
 [2.18221126]
 [2.61329549]
 [2.2802785 ]
 [0.94076738]
 [1.60190314]
 [1.57824989]
 [0.99999658]
 [2.01910634]
 [1.91912579]
 [2.45232033]
 [3.20990556]
 [1.35816737]
 [3.17615686]
 [3.39751151]
 [1.61853313]
 [2.92689604]
 [2.03111282]
 [2.21895745]
 [1.81273664]
 [2.13056079]
 [1.48575323]
 [1.5189366 ]
 [1.8831785 ]
 [2.10101787]
 [1.14548982]
 [1.70137926]
 [2.28763065]
 [2.85650145]
 [1.23341598]
 [2.74801326]
 [0.94228369]
 [1.86880973]
 [1.72316576]
 [1.07445618]
 [1.52621358]
 [1.76290125]
 [1.53899332]
 [0.99725968]
 [1.2074713 ]
 [1.06860029]
 [1.74572631]
 [2.20358786]
 [1.50726167]
 [1.979096  ]
 [1.82977304]
 [1.06541417]
 [1.60023013]
 [2.76990545]
 [2.46506399]
 [2.00288942]
 [1.56791598]
 [2.2038062 ]
 [2.57457367]
 [1.2470584 ]
 [1.45672595]
 [1.3760806 ]
 [1.38712144]
 [1.65053132]
 [1.63806448]
 [2.6501776 ]
 [1.71351625]
 [1.8908668 ]
 [2.03112228]
 [1.58052257]
 [2.22011776]
 [2.13320762]
 [3.35324222]
 [1.54700235]
 [2.06371989]
 [3.35280812]
 [1.37519717]
 [1.02622185]
 [1.85635853]
 [2.31135764]
 [2.10508787]
 [1.74887262]
 [1.44376598]
 [1.99168343]
 [2.50859946]
 [1.47546146]
 [1.33150681]
 [1.40322945]
 [1.35293198]
 [2.49342136]
 [1.61723587]
 [1.83189069]
 [1.01110556]
 [1.01733705]
 [1.52472556]
 [1.92430039]
 [2.42522168]
 [1.24035035]
 [1.56177191]
 [1.62168694]
 [1.45446988]
 [1.50542241]
 [1.82246441]
 [1.80656742]
 [1.737877  ]
 [2.54445861]
 [1.77644839]
 [1.45979837]
 [1.64982315]
 [2.28915193]
 [1.57961212]
 [1.12380625]
 [1.44347223]
 [2.15406226]
 [1.03684147]
 [2.61963102]
 [1.74553449]
 [1.86550089]
 [1.87917216]
 [1.46323967]
 [2.25122354]
 [1.98971726]
 [1.73436106]
 [0.94782835]
 [2.14643236]
 [2.28860825]
 [2.26153233]
 [1.2699836 ]
 [1.62474426]
 [2.76012085]
 [1.9766555 ]
 [1.34154962]
 [1.58901707]
 [1.21145795]
 [1.93104111]
 [1.95950914]
 [1.69113247]
 [1.41506187]
 [2.5658524 ]
 [1.62829805]
 [1.24335894]
 [2.27567915]
 [1.84760976]
 [1.41830913]
 [1.50546187]
 [1.42855892]
 [1.63663735]
 [1.37957563]
 [1.97849875]
 [1.3778812 ]
 [2.54357649]
 [3.31004864]
 [2.02726131]
 [2.06012523]
 [1.48735399]
 [1.15718576]
 [1.20675554]
 [3.01176145]
 [1.82557685]
 [1.33479457]
 [1.35607163]
 [1.11673716]
 [0.92939029]
 [1.57255153]
 [1.52611228]
 [1.79920935]
 [1.31202919]
 [1.43728314]
 [1.99728559]
 [2.37513383]
 [0.88356192]
 [2.6722204 ]
 [1.23343161]
 [1.83638509]
 [1.47228075]
 [1.14778905]
 [1.74254672]
 [1.12759731]
 [1.50212453]
 [1.43973191]
 [1.16383225]
 [2.41542777]
 [1.51198564]
 [1.76607504]
 [2.6663914 ]
 [1.35106501]
 [1.07713114]
 [2.76173051]
 [1.69900646]
 [1.82631054]
 [1.4061597 ]
 [1.67061952]
 [1.13403032]
 [1.81657891]
 [1.35629618]
 [2.14659903]
 [2.15665966]
 [1.32510318]
 [1.61803414]
 [1.66746726]
 [2.02980646]
 [2.4572937 ]
 [1.69895293]
 [1.4344024 ]
 [1.37173972]
 [2.49860308]
 [0.81605107]
 [1.54114786]
 [1.40049705]
 [1.57162166]
 [1.67729729]
 [1.48541466]
 [2.1550196 ]
 [1.90266234]
 [2.05334614]
 [1.983159  ]
 [1.30573245]
 [2.48618753]
 [1.9969591 ]
 [1.77500009]
 [1.23675289]
 [1.65495327]
 [1.60104008]
 [1.42591844]
 [1.34899265]
 [1.19221555]
 [1.35559164]
 [1.54507257]
 [1.17270702]
 [1.30184866]
 [1.55643146]
 [1.45424554]
 [1.54036705]
 [1.85821005]
 [1.79275854]
 [1.32999076]
 [0.95928977]
 [1.18658944]
 [1.11396203]
 [0.98806919]
 [1.54933906]
 [1.68946461]
 [2.08676147]
 [2.64486923]
 [1.256602  ]
 [2.37582582]
 [2.22635712]
 [1.96123657]
